Ticker,Name,Sector,Industry,Price,Collection,Embedding_Dimension
IKAN,"Ikanos Communications, Inc.",Technology,Communication Equipment,NA,stocks/ikan,
IKNX,Ikonics Corp.,Basic Materials,Specialty Chemicals,NA,stocks/iknx,
IIVI,II-VI Incorporated,Technology,Scientific & Technical Instruments,WIKI/IIVI,stocks/iivi,2
IL,"IntraLinks Holdings, Inc.",Technology,Security Software & Services,WIKI/IL,stocks/il,2
ILMN,Illumina Inc.,Healthcare,Biotechnology,WIKI/ILMN,stocks/ilmn,3
IM,Ingram Micro Inc.,Services,Computers Wholesale,WIKI/IM,stocks/im,3
IMAX,IMAX Corporation,Services,Entertainment - Diversified,NA,stocks/imax,
IMGN,"ImmunoGen, Inc.",Healthcare,Biotechnology,WIKI/IMGN,stocks/imgn,2
IMH,Impac Mortgage Holdings Inc.,Financial,Mortgage Investment,NA,stocks/imh,
IMCB,Intermountain Community Bancorp,Financial,Regional - Southwest Banks,NA,stocks/imcb,
IMI,"Intermolecular, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/IMI,stocks/imi,2
IMKTA,"Ingles Markets, Incorporated",Services,Grocery Stores,WIKI/IMKTA,stocks/imkta,2
IMMR,Immersion Corporation,Technology,Application Software,WIKI/IMMR,stocks/immr,2
IMMU,Immunomedics Inc.,Healthcare,Biotechnology,WIKI/IMMU,stocks/immu,3
IMMY,"Imprimis Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/immy,
IMN,Imation Corp.,Technology,Data Storage Devices,WIKI/IMN,stocks/imn,2
INAP,Internap Network Services Corp.,Technology,Internet Software & Services,WIKI/INAP,stocks/inap,2
IMO,Imperial Oil Ltd.,Basic Materials,Major Integrated Oil & Gas,NA,stocks/imo,
INB,Cohen & Steers Global Income Bu,,,NA,stocks/inb,
INCY,Incyte Corporation,Healthcare,Biotechnology,WIKI/INCY,stocks/incy,2
INDB,Independent Bank Corp.,Financial,Regional - Northeast Banks,WIKI/INDB,stocks/indb,2
INFA,Informatica Corporation,Technology,Business Software & Services,WIKI/INFA,stocks/infa,2
INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/INFI,stocks/infi,2
INFN,Infinera Corporation,Technology,Communication Equipment,WIKI/INFN,stocks/infn,3
INFU,"InfuSystem Holdings, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/infu,
INGR,Ingredion Incorporated,Consumer Goods,Processed & Packaged Goods,WIKI/INGR,stocks/ingr,2
ININ,Interactive Intelligence Group Inc.,Technology,Business Software & Services,WIKI/ININ,stocks/inin,2
INN,"Summit Hotel Properties, Inc.",Financial,Real Estate Development,NA,stocks/inn,
INO,"Inovio Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/ino,
INOC,Innotrac Corp.,,,NA,stocks/inoc,
INPH,Interphase Corp.,Technology,Computer Peripherals,NA,stocks/inph,
INS,Intelligent Systems Corporation,Industrial Goods,Diversified Machinery,NA,stocks/ins,
INSM,Insmed Incorporated,Healthcare,Biotechnology,WIKI/INSM,stocks/insm,2
INSY,"INSYS Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/INSY,stocks/insy,2
INT,World Fuel Services Corp.,Basic Materials,Oil & Gas Refining & Marketing,WIKI/INT,stocks/int,2
INTC,Intel Corporation,Technology,Semiconductor - Broad Line,WIKI/INTC,stocks/intc,2
INTT,inTEST Corp.,Technology,Semiconductor - Integrated Circuits,NA,stocks/intt,
INTL,INTL FCStone Inc.,Financial,Investment Brokerage - National,WIKI/INTL,stocks/intl,1
INTU,Intuit Inc.,Technology,Application Software,WIKI/INTU,stocks/intu,3
INTX,Intersections Inc.,Services,Consumer Services,WIKI/INTX,stocks/intx,2
INTG,The InterGroup Corporation,Financial,Property Management,NA,stocks/intg,
INTZ,Intrusion Inc.,Technology,Security Software & Services,NA,stocks/intz,
INVE,Identive Group Inc.,Technology,Computer Peripherals,NA,stocks/inve,
INUV,"Inuvo, Inc.",Services,Marketing Services,NA,stocks/inuv,
INVN,"InvenSense, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/INVN,stocks/invn,2
INWK,InnerWorkings Inc.,Services,Business Services,WIKI/INWK,stocks/inwk,2
IO,ION Geophysical Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/IO,stocks/io,2
IOSP,Innospec Inc.,Basic Materials,Specialty Chemicals,WIKI/IOSP,stocks/iosp,2
IOT,Income Opportunity Realty Investors Inc.,Financial,Real Estate Development,NA,stocks/iot,
IP,International Paper Company,Consumer Goods,Packaging & Containers,WIKI/IP,stocks/ip,2
IPG,"The Interpublic Group of Companies, Inc.",Services,Advertising Agencies,WIKI/IPG,stocks/ipg,2
IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials,WIKI/IPGP,stocks/ipgp,3
IPHI,Inphi Corporation,Technology,Semiconductor - Broad Line,WIKI/IPHI,stocks/iphi,2
IPI,"Intrepid Potash, Inc.",Basic Materials,Agricultural Chemicals,WIKI/IPI,stocks/ipi,3
IR,Ingersoll-Rand Plc,Industrial Goods,Diversified Machinery,WIKI/IR,stocks/ir,3
IRBT,iRobot Corporation,Consumer Goods,Appliances,WIKI/IRBT,stocks/irbt,2
IPXL,Impax Laboratories Inc.,Healthcare,Drug Manufacturers - Major,WIKI/IPXL,stocks/ipxl,2
IRC,Inland Real Estate Corp.,Financial,REIT - Retail,NA,NA,
IRDM,Iridium Communications Inc.,Technology,Diversified Communication Services,WIKI/IRDM,stocks/irdm,2
IRET,Investors Real Estate Trust,Financial,REIT - Diversified,NA,NA,
IRG,"Ignite Restaurant Group, Inc.",Services,Restaurants,WIKI/IRG,stocks/irg,2
IRM,Iron Mountain Inc.,Technology,Business Software & Services,WIKI/IRM,stocks/irm,3
IRIX,IRIDEX Corporation,Healthcare,Medical Appliances & Equipment,NA,stocks/irix,
IROQ,"IF Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/iroq,
IRWD,"Ironwood Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,NA,stocks/irwd,
ISBC,Investors Bancorp Inc.,Financial,Savings & Loans,WIKI/ISBC,stocks/isbc,2
ISCA,International Speedway Corp.,Services,Sporting Activities,WIKI/ISCA,stocks/isca,3
ISH,International Shipholding Corp.,Services,Shipping,WIKI/ISH,stocks/ish,2
ISIG,Insignia Systems Inc.,Services,Marketing Services,NA,stocks/isig,
ISIL,Intersil Corporation,Technology,Semiconductor - Broad Line,WIKI/ISIL,stocks/isil,2
ISIS,"Isis Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,NA,stocks/isis,
ISLE,"Isle of Capri Casinos, Inc.",Services,Resorts & Casinos,NA,stocks/isle,
ISNS,"Image Sensing Systems, Inc.",Technology,Application Software,NA,stocks/isns,
ISR,"IsoRay, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/isr,
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/ISRG,stocks/isrg,2
ISRL,Isramco Inc.,Basic Materials,Independent Oil & Gas,NA,stocks/isrl,
ISSC,Innovative Solutions & Support Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ISSC,stocks/issc,2
ISSI,Integrated Silicon Solution Inc.,Technology,Semiconductor- Memory Chips,WIKI/ISSI,stocks/issi,3
IT,Gartner Inc.,Technology,Information Technology Services,WIKI/IT,stocks/it,2
ITG,Investment Technology Group Inc.,Financial,Investment Brokerage - Regional,WIKI/ITG,stocks/itg,3
ITI,"Iteris, Inc.",Technology,Communication Equipment,NA,stocks/iti,
ITIC,Investors Title Co.,Financial,Surety & Title Insurance,WIKI/ITIC,stocks/itic,1
ITMN,"InterMune, Inc.",Healthcare,Biotechnology,WIKI/ITMN,stocks/itmn,2
ITRI,"Itron, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/itri,
ITT,ITT Corporation,Industrial Goods,Diversified Machinery,NA,stocks/itt,
ITW,Illinois Tool Works Inc.,Industrial Goods,Diversified Machinery,WIKI/ITW,stocks/itw,2
IVAC,Intevac Inc.,Technology,Diversified Electronics,NA,stocks/ivac,
IVC,Invacare Corporation,Healthcare,Medical Appliances & Equipment,WIKI/IVC,stocks/ivc,2
IVR,Invesco Mortgage Capital Inc.,Financial,REIT - Diversified,NA,NA,
IVZ,Invesco Ltd.,Financial,Asset Management,WIKI/IVZ,stocks/ivz,2
IXYS,IXYS Corp.,Technology,Semiconductor - Specialized,NA,stocks/ixys,
JACK,Jack in the Box Inc.,Services,Restaurants,NA,stocks/jack,
JAH,Jarden Corp.,Consumer Goods,Housewares & Accessories,NA,stocks/jah,
JAKK,"JAKKS Pacific, Inc.",Consumer Goods,Toys & Games,WIKI/JAKK,stocks/jakk,2
JBHT,JB Hunt Transport Services Inc.,Services,Trucking,WIKI/JBHT,stocks/jbht,3
JBL,Jabil Circuit Inc.,Technology,Printed Circuit Boards,WIKI/JBL,stocks/jbl,2
JBLU,JetBlue Airways Corporation,Services,Regional Airlines,NA,stocks/jblu,
JBSS,John B Sanfilippo & Son Inc.,Consumer Goods,Processed & Packaged Goods,WIKI/JBSS,stocks/jbss,2
JBT,John Bean Technologies Corporation,Industrial Goods,Diversified Machinery,NA,stocks/jbt,
JCI,Johnson Controls Inc.,Consumer Goods,Auto Parts,WIKI/JCI,stocks/jci,2
JCP,"J. C. Penney Company, Inc.",Services,Department Stores,WIKI/JCP,stocks/jcp,2
JAXB,"Jacksonville Bancorp, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/jaxb,
JCS,Communications Systems Inc.,Technology,Communication Equipment,NA,stocks/jcs,
JCTCF,Jewett-Cameron Trading Company Ltd.,Industrial Goods,"Lumber, Wood Production",NA,stocks/jctcf,
JDSU,JDS Uniphase Corporation,Technology,Communication Equipment,NA,stocks/jdsu,
JEC,Jacobs Engineering Group Inc.,Services,Technical Services,WIKI/JEC,stocks/jec,2
JFBC,Jeffersonville Bancorp,Financial,Regional - Northeast Banks,NA,stocks/jfbc,
JFBI,Jefferson Bancshares Inc.,Financial,Savings & Loans,NA,stocks/jfbi,
JKHY,Jack Henry & Associates Inc.,Technology,Business Software & Services,WIKI/JKHY,stocks/jkhy,2
JJSF,,Consumer Goods,Processed & Packaged Goods,NA,stocks/jjsf,
JMP,JMP Group Inc.,Financial,Investment Brokerage - National,NA,stocks/jmp,
JNGW,Jingwei International Limited,Technology,Application Software,NA,stocks/jngw,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major,WIKI/JNJ,stocks/jnj,2
JNPR,"Juniper Networks, Inc.",Technology,Networking & Communication Devices,WIKI/JNPR,stocks/jnpr,2
JNS,"Janus Capital Group, Inc.",Financial,Asset Management,NA,stocks/jns,
JOB,General Employment Enterprises Inc.,Services,Staffing & Outsourcing Services,NA,stocks/job,
JOE,The St. Joe Company,Financial,Real Estate Development,WIKI/JOE,stocks/joe,2
JOEZ,Joe's Jeans Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/joez,
JOSB,Jos. A Bank Clothiers Inc.,Services,Apparel Stores,NA,stocks/josb,
KFY,Korn/Ferry International,Services,Staffing & Outsourcing Services,WIKI/KFY,stocks/kfy,2
KKD,"Krispy Kreme Doughnuts, Inc.",Services,Restaurants,WIKI/KKD,stocks/kkd,2
KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,WIKI/KOP,stocks/kop,3
KOS,Kosmos Energy Ltd.,Basic Materials,Independent Oil & Gas,WIKI/KOS,stocks/kos,2
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,WIKI/KRO,stocks/kro,3
KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,WIKI/KTOS,stocks/ktos,2
KRA,Kraton Performance Polymers Inc.,Basic Materials,Specialty Chemicals,WIKI/KRA,stocks/kra,2
KVHI,KVH Industries Inc.,Technology,Communication Equipment,WIKI/KVHI,stocks/kvhi,2
KWK,Quicksilver Resources Inc.,Basic Materials,Independent Oil & Gas,WIKI/KWK,stocks/kwk,1
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,WIKI/KWR,stocks/kwr,3
LABL,Multi-Color Corp.,Services,Business Services,WIKI/LABL,stocks/labl,2
LAD,Lithia Motors Inc.,Services,Auto Dealerships,WIKI/LAD,stocks/lad,2
KYTH,"Kythera Biopharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/KYTH,stocks/kyth,2
LAMR,Lamar Advertising Co.,Services,Advertising Agencies,WIKI/LAMR,stocks/lamr,2
LANC,Lancaster Colony Corporation,Consumer Goods,Food - Major Diversified,WIKI/LANC,stocks/lanc,3
LAYN,Layne Christensen Company,Industrial Goods,Heavy Construction,WIKI/LAYN,stocks/layn,2
LBAI,Lakeland Bancorp Inc.,Financial,Regional - Northeast Banks,WIKI/LBAI,stocks/lbai,2
LBY,Libbey Inc.,Consumer Goods,Housewares & Accessories,WIKI/LBY,stocks/lby,2
LCI,"Lannett Company, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/LCI,stocks/lci,1
LCNB,LCNB Corp.,Financial,Regional - Mid-Atlantic Banks,WIKI/LCNB,stocks/lcnb,3
LCUT,"Lifetime Brands, Inc.",Consumer Goods,Housewares & Accessories,WIKI/LCUT,stocks/lcut,2
IRF,International Rectifier Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/IRF,stocks/irf,3
LDL,Lydall Inc.,Consumer Goods,Auto Parts,WIKI/LDL,stocks/ldl,2
LDR,Landauer Inc.,Technology,Scientific & Technical Instruments,WIKI/LDR,stocks/ldr,3
LEA,Lear Corp.,Consumer Goods,Auto Parts,WIKI/LEA,stocks/lea,2
LEAP,Leap Wireless International Inc.,,,NA,stocks/leap,
LEDS,SemiLEDs Corporation,Technology,Semiconductor- Memory Chips,NA,stocks/leds,
LECO,Lincoln Electric Holdings Inc.,Industrial Goods,Small Tools & Accessories,WIKI/LECO,stocks/leco,2
LEE,"Lee Enterprises, Incorporated",Services,Publishing - Newspapers,NA,stocks/lee,
LEG,"Leggett & Platt, Incorporated",Consumer Goods,Home Furnishings & Fixtures,WIKI/LEG,stocks/leg,3
LEI,"Lucas Energy, Inc.",Basic Materials,Independent Oil & Gas,NA,stocks/lei,
LF,LeapFrog Enterprises Inc.,Consumer Goods,Toys & Games,WIKI/LF,stocks/lf,2
LFUS,Littelfuse Inc.,Services,Electronics Wholesale,WIKI/LFUS,stocks/lfus,3
LEN,Lennar Corp.,Industrial Goods,Residential Construction,WIKI/LEN,stocks/len,2
LFVN,Lifevantage Corporation,Healthcare,Drug Related Products,WIKI/LFVN,stocks/lfvn,2
LG,"The Laclede Group, Inc.",Utilities,Gas Utilities,WIKI/LG,stocks/lg,2
LGCY,Legacy Reserves LP,Basic Materials,Oil & Gas Drilling & Exploration,NA,stocks/lgcy,
LGF,Lions Gate Entertainment Corp.,Services,"Movie Production, Theaters",WIKI/LGF,stocks/lgf,2
LGL,"The LGL Group, Inc.",Industrial Goods,Industrial Electrical Equipment,NA,stocks/lgl,
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,WIKI/LGND,stocks/lgnd,2
LGP,Lehigh Gas Partners LP,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/lgp,
LHCG,"LHC Group, Inc.",Healthcare,Home Health Care,WIKI/LHCG,stocks/lhcg,2
LH,Laboratory Corp. of America Holdings,Healthcare,Medical Laboratories & Research,WIKI/LH,stocks/lh,3
LHO,LaSalle Hotel Properties,Financial,REIT - Hotel/Motel,NA,stocks/lho,
LIFE,Life Technologies Corporation,,,WIKI/LIFE,stocks/life,3
LII,"Lennox International, Inc.",Industrial Goods,Diversified Machinery,WIKI/LII,stocks/lii,2
LIME,Lime Energy Co.,Services,Technical Services,NA,stocks/lime,
LINC,Lincoln Educational Services Corporation,Services,Education & Training Services,WIKI/LINC,stocks/linc,2
LINE,"Linn Energy, LLC",Basic Materials,Independent Oil & Gas,NA,stocks/line,
LINTA,Liberty Interactive Corporation,Services,Catalog & Mail Order Houses,WIKI/LINTA,stocks/linta,2
LION,Fidelity Southern Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/LION,stocks/lion,2
LIOX,Lionbridge Technologies Inc.,Services,Business Services,WIKI/LIOX,stocks/liox,2
LIVE,"LiveDeal, Inc.",Technology,Internet Information Providers,NA,stocks/live,
LIWA,"Lihua International, Inc.",Basic Materials,Copper,NA,stocks/liwa,
LKFN,Lakeland Financial Corp.,Financial,Regional - Midwest Banks,WIKI/LKFN,stocks/lkfn,3
LKQ,LKQ Corp.,Consumer Goods,Auto Parts,WIKI/LKQ,stocks/lkq,3
LL,"Lumber Liquidators Holdings, Inc.",Services,Home Improvement Stores,WIKI/LL,stocks/ll,2
LLEN,"L & L Energy, Inc.",Basic Materials,Nonmetallic Mineral Mining,WIKI/LLEN,stocks/llen,2
LLL,L-3 Communications Holdings Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/LLL,stocks/lll,2
LLNW,"Limelight Networks, Inc.",Technology,Internet Information Providers,WIKI/LLNW,stocks/llnw,3
LLTC,Linear Technology Corporation,Technology,Semiconductor - Specialized,WIKI/LLTC,stocks/lltc,2
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,WIKI/LLY,stocks/lly,2
LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,NA,NA,
LMIA,LMI Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/LMIA,stocks/lmia,3
LMCA,Liberty Media Corporation,Services,Broadcasting - TV,WIKI/LMCA,stocks/lmca,2
LMNR,Limoneira Company,Consumer Goods,Farm Products,WIKI/LMNR,stocks/lmnr,2
LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,WIKI/LMNX,stocks/lmnx,2
LMOS,Lumos Networks Corp.,Technology,Diversified Communication Services,WIKI/LMOS,stocks/lmos,2
LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/LMT,stocks/lmt,2
LNBB,LNB Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/lnbb,
LNC,Lincoln National Corporation,Financial,Life Insurance,WIKI/LNC,stocks/lnc,3
LNCE,"Snyder's-Lance, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/LNCE,stocks/lnce,2
LNCO,"Linn Co, LLC",Basic Materials,Independent Oil & Gas,NA,stocks/lnco,
LNDC,Landec Corp.,Basic Materials,Chemicals - Major Diversified,WIKI/LNDC,stocks/lndc,3
LNKD,LinkedIn Corporation,Technology,Internet Information Providers,WIKI/LNKD,stocks/lnkd,3
LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,WIKI/LNN,stocks/lnn,3
LNT,Alliant Energy Corporation,Utilities,Electric Utilities,WIKI/LNT,stocks/lnt,2
LO,"Lorillard, Inc.",Consumer Goods,Cigarettes,WIKI/LO,stocks/lo,2
LOCK,"LifeLock, Inc.",Technology,Application Software,WIKI/LOCK,stocks/lock,2
LOAN,"Manhattan Bridge Capital, Inc.",Financial,Credit Services,NA,stocks/loan,
LOCM,Local Corporation,Technology,Internet Information Providers,NA,stocks/locm,
LODE,"Comstock Mining, Inc.",Basic Materials,Gold,NA,stocks/lode,
LOGM,"LogMeIn, Inc.",Technology,Application Software,WIKI/LOGM,stocks/logm,2
LOJN,LoJack Corporation,Services,Security & Protection Services,NA,stocks/lojn,
LOGC,LOGIC Devices Incorporated,Technology,Semiconductor - Specialized,NA,stocks/logc,
LOOK,"LookSmart, Ltd.",Technology,Internet Information Providers,NA,stocks/look,
LOGI,Logitech International SA,,,NA,stocks/logi,
LORL,"Loral Space & Communications, Inc.",Technology,Communication Equipment,WIKI/LORL,stocks/lorl,3
LOPE,"Grand Canyon Education, Inc.",Services,Education & Training Services,WIKI/LOPE,stocks/lope,2
LOV,"Spark Networks, Inc.",Services,Consumer Services,WIKI/LOV,stocks/lov,2
LOW,Lowe's Companies Inc.,Services,Home Improvement Stores,WIKI/LOW,stocks/low,2
LPHI,"Life Partners Holdings, Inc.",Financial,Life Insurance,NA,stocks/lphi,
LPI,"Laredo Petroleum, Inc.",Basic Materials,Independent Oil & Gas,WIKI/LPI,stocks/lpi,2
LPLA,LPL Financial Holdings Inc.,Financial,Investment Brokerage - National,WIKI/LPLA,stocks/lpla,2
LPNT,Lifepoint Hospitals Inc.,Healthcare,Hospitals,WIKI/LPNT,stocks/lpnt,2
LPSN,LivePerson Inc.,Services,Business Services,WIKI/LPSN,stocks/lpsn,2
LPTN,Lpath Inc.,Healthcare,Biotechnology,NA,stocks/lptn,
LPX,Louisiana-Pacific Corp.,Services,Building Materials Wholesale,WIKI/LPX,stocks/lpx,2
LQDT,"Liquidity Services, Inc.",Services,Catalog & Mail Order Houses,WIKI/LQDT,stocks/lqdt,2
LRAD,LRAD Corporation,Technology,Scientific & Technical Instruments,NA,stocks/lrad,
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,WIKI/LRCX,stocks/lrcx,2
LRN,"K12, Inc.",Services,Education & Training Services,NA,stocks/lrn,
LRY,Liberty Property Trust,,,NA,stocks/lry,
LSBI,LSB Financial Corp.,Financial,Savings & Loans,NA,stocks/lsbi,
LSBK,Lake Shore Bancorp Inc.,Financial,Savings & Loans,NA,stocks/lsbk,
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,WIKI/LSCC,stocks/lscc,2
LSI,LSI Corporation,Technology,Semiconductor - Specialized,WIKI/LSI,stocks/lsi,2
LSTR,Landstar System Inc.,Services,Trucking,WIKI/LSTR,stocks/lstr,2
LTBR,Lightbridge Corp.,Basic Materials,Synthetics,NA,stocks/ltbr,
LTC,LTC Properties Inc.,Financial,REIT - Healthcare Facilities,NA,stocks/ltc,
LTM,Life Time Fitness Inc.,Services,Sporting Activities,WIKI/LTM,stocks/ltm,3
LTRE,Learning Tree International Inc.,Services,Education & Training Services,NA,stocks/ltre,
LTRX,"Lantronix, Inc.",Technology,Networking & Communication Devices,NA,stocks/ltrx,
LTS,Ladenburg Thalmann Financial Services Inc.,Financial,Investment Brokerage - National,WIKI/LTS,stocks/lts,1
LTXC,LTX-Credence Corporation,Technology,Semiconductor Equipment & Materials,WIKI/LTXC,stocks/ltxc,3
LUB,"Luby's, Inc.",Services,Restaurants,WIKI/LUB,stocks/lub,2
LULU,Lululemon Athletica Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/lulu,
LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,NA,stocks/luna,
LUV,Southwest Airlines Co.,Services,Regional Airlines,WIKI/LUV,stocks/luv,2
LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,WIKI/LVS,stocks/lvs,3
LWAY,Lifeway Foods Inc.,Consumer Goods,Food - Major Diversified,WIKI/LWAY,stocks/lway,2
LXK,Lexmark International Inc.,Technology,Computer Based Systems,WIKI/LXK,stocks/lxk,2
LXP,Lexington Realty Trust,Financial,REIT - Diversified,NA,stocks/lxp,
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/LXRX,stocks/lxrx,3
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,WIKI/LYB,stocks/lyb,2
LYTS,LSI Industries Inc.,Industrial Goods,Industrial Electrical Equipment,WIKI/LYTS,stocks/lyts,4
LYV,"Live Nation Entertainment, Inc.",Services,Entertainment - Diversified,WIKI/LYV,stocks/lyv,2
LZB,La-Z-Boy Incorporated,Consumer Goods,Home Furnishings & Fixtures,WIKI/LZB,stocks/lzb,2
M,"Macy's, Inc.",Services,Department Stores,WIKI/M,stocks/m,2
MA,MasterCard Incorporated,Financial,Credit Services,WIKI/MA,stocks/ma,2
MAA,Mid-America Apartment Communities Inc.,Financial,REIT - Residential,NA,stocks/maa,
MAC,The Macerich Company,Financial,REIT - Retail,WIKI/MAC,stocks/mac,2
MACE,Mace Security International Inc.,Basic Materials,Specialty Chemicals,NA,stocks/mace,
MACK,"Merrimack Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/MACK,stocks/mack,2
MAG,Magnetek Inc.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/mag,
MAKO,MAKO Surgical Corp.,,,NA,stocks/mako,
MAMS,"MAM Software Group, Inc.",Technology,Business Software & Services,NA,stocks/mams,
MAN,ManpowerGroup Inc.,Services,Staffing & Outsourcing Services,WIKI/MAN,stocks/man,2
MANH,"Manhattan Associates, Inc.",Technology,Application Software,WIKI/MANH,stocks/manh,2
MAR,"Marriott International, Inc.",Services,Lodging,WIKI/MAR,stocks/mar,3
MARK,"Remark Media, Inc.",Technology,Internet Information Providers,NA,stocks/mark,
MAS,Masco Corporation,Industrial Goods,General Building Materials,WIKI/MAS,stocks/mas,3
MASC,Material Sciences Corporation,,,NA,stocks/masc,
MASI,Masimo Corporation,Healthcare,Medical Appliances & Equipment,WIKI/MASI,stocks/masi,2
MAT,"Mattel, Inc.",Consumer Goods,Toys & Games,WIKI/MAT,stocks/mat,2
MATW,Matthews International Corporation,Services,Personal Services,WIKI/MATW,stocks/matw,4
MAXY,"Maxygen, Inc.",,,NA,stocks/maxy,
MAYS,JW Mays Inc.,Financial,Property Management,NA,stocks/mays,
MBFI,MB Financial Inc.,Financial,Regional - Midwest Banks,WIKI/MBFI,stocks/mbfi,3
MBLX,"Metabolix, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/mblx,
MBND,Multiband Corporation,,,NA,stocks/mbnd,
MBRG,Middleburg Financial Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/MBRG,stocks/mbrg,2
MBTF,MBT Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/mbtf,
MBWM,Mercantile Bank Corp.,Financial,Regional - Midwest Banks,WIKI/MBWM,stocks/mbwm,2
MCBC,Macatawa Bank Corp.,Financial,Regional - Midwest Banks,WIKI/MCBC,stocks/mcbc,2
MCBF,Monarch Community Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/mcbf,
MCBI,Metrocorp Bancshares Inc.,,,NA,stocks/mcbi,
MCBK,"Madison County Financial, Inc.",Financial,Regional - Midwest Banks,NA,stocks/mcbk,
MCD,McDonald's Corp.,Services,Restaurants,WIKI/MCD,stocks/mcd,3
MCF,Contango Oil & Gas Company,Basic Materials,Independent Oil & Gas,WIKI/MCF,stocks/mcf,1
MCHP,Microchip Technology Inc.,Technology,Semiconductor - Specialized,WIKI/MCHP,stocks/mchp,1
MCHX,"Marchex, Inc.",Services,Marketing Services,WIKI/MCHX,stocks/mchx,2
MCK,McKesson Corporation,Services,Drugs Wholesale,WIKI/MCK,stocks/mck,2
MCO,Moody's Corporation,Services,Business Services,WIKI/MCO,stocks/mco,3
MCRI,Monarch Casino & Resort Inc.,Services,Resorts & Casinos,WIKI/MCRI,stocks/mcri,2
MCRS,"MICROS Systems, Inc.",Technology,Application Software,WIKI/MCRS,stocks/mcrs,3
MCS,The Marcus Corporation,Services,Resorts & Casinos,WIKI/MCS,stocks/mcs,2
MCP,"Molycorp, Inc.",Basic Materials,Industrial Metals & Minerals,WIKI/MCP,stocks/mcp,2
MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,WIKI/MCY,stocks/mcy,2
MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,WIKI/MD,stocks/md,2
MCZ,Mad Catz Interactive Inc.,Technology,Computer Peripherals,NA,NA,
MDC,MDC Holdings Inc.,Industrial Goods,Residential Construction,WIKI/MDC,stocks/mdc,2
MDCI,Medical Action Industries Inc.,Healthcare,Medical Appliances & Equipment,WIKI/MDCI,stocks/mdci,1
MDCO,The Medicines Company,Healthcare,Drugs - Generic,WIKI/MDCO,stocks/mdco,3
